Gender,Provinsi,Kab/Kota,Bidang,Jenjang Lomba,Jenjang Sekolah,Kelas,Medali,Tahun,Cluster
L,Jawa Barat,Kab. Cianjur,Kimia,SMA,SMA,11.0,Partisipan,2024,1
L,Jawa Barat,Kota Bogor,Geografi,SMA,SMA,11.0,Partisipan,2024,2
L,Sumatera Barat,Kota Payakumbuh,Biologi,SMA,SMA,11.0,Partisipan,2016,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2024,0
P,Sumatera Barat,Kab. Padang Pariaman,Astronomi,SMA,SMA,11.0,Partisipan,2021,0
L,Sumatera Barat,Kab. Padang Pariaman,Astronomi,SMA,SMA,11.0,Partisipan,2021,0
P,Sumatera Barat,Kab. Padang Pariaman,Fisika,SMA,SMA,11.0,Partisipan,2021,0
L,Sumatera Barat,Kab. Padang Pariaman,Geografi,SMA,SMA,11.0,Partisipan,2021,0
L,Sumatera Barat,Kab. Padang Pariaman,Informatika,SMA,SMA,11.0,Partisipan,2021,0
L,Sumatera Barat,Kab. Padang Pariaman,Matematika,SMA,SMA,10.0,Partisipan,2020,0
L,Jawa Tengah,Kab. Semarang,Kebumian,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Sumatera Barat,Kab. Padang Pariaman,Astronomi,SMA,SMA,11.0,Partisipan,2022,0
L,Sumatera Barat,Kab. Padang Pariaman,Astronomi,SMA,SMA,11.0,Partisipan,2022,0
L,Sumatera Barat,Kab. Padang Pariaman,Informatika,SMA,SMA,11.0,Partisipan,2022,0
L,Sumatera Barat,Kab. Padang Pariaman,Kebumian,SMA,SMA,11.0,Partisipan,2022,0
L,Sumatera Barat,Kab. Padang Pariaman,Kebumian,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Sumatera Barat,Kab. Padang Pariaman,Astronomi,SMA,SMA,11.0,Partisipan,2023,0
P,Sumatera Barat,Kab. Padang Pariaman,Biologi,SMA,SMA,11.0,Partisipan,2023,0
L,Sumatera Barat,Kab. Padang Pariaman,Ekonomi,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Riau,Kota Pekanbaru,Fisika,SMA,SMA,11.0,Partisipan,2018,2
L,Sumatera Barat,Kab. Padang Pariaman,Geografi,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Sumatera Barat,Kab. Padang Pariaman,Kebumian,SMA,SMA,11.0,Partisipan,2023,0
L,Sumatera Barat,Kab. Padang Pariaman,Kebumian,SMA,SMA,11.0,Partisipan,2023,0
L,Sumatera Barat,Kab. Padang Pariaman,Kimia,SMA,SMA,11.0,Partisipan,2023,0
L,Sumatera Barat,Kab. Padang Pariaman,Kimia,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2024,0
L,Sumatera Barat,Kab. Padang Pariaman,Fisika,SMA,SMA,11.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Sumatera Barat,Kab. Padang Pariaman,Informatika,SMA,SMA,11.0,Partisipan,2024,0
P,Sumatera Barat,Kab. Padang Pariaman,Biologi,SMA,SMA,11.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Sumatera Barat,Kab. Padang Pariaman,Ekonomi,SMA,SMA,11.0,Partisipan,2024,0
L,Sumatera Barat,Kab. Padang Pariaman,Kebumian,SMA,SMA,11.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Sumatera Barat,Kab. Padang Pariaman,Geografi,SMA,SMA,10.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2016,0
L,Jawa Barat,Kab. Indramayu,IPA,SMP,SMP,11.0,Partisipan,2019,1
P,Sumatera Barat,Kota Bukittinggi,Matematika,SMP,SMP,11.0,Partisipan,2021,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2024,0
P,Jawa Barat,Kab. Majalengka,IPA,SMP,SMP,11.0,Partisipan,2022,1
P,Sumatera Barat,Kota Bukittinggi,IPS,SMP,SMP,11.0,Partisipan,2016,2
P,Gorontalo,Kab. Bone Bolango,Astronomi,SMA,SMA,11.0,Partisipan,2022,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Jawa Barat,Kab. Kuningan,IPS,SMP,SMP,11.0,Partisipan,2018,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
P,Sumatera Barat,Kota Padang Panjang,IPA,SMP,SMP,11.0,Partisipan,2020,2
L,Jawa Timur,Kab. Malang,Geografi,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2024,0
L,Jawa Barat,Kota Bandung,Matematika,SMA,SMA,11.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Jawa Barat,Kab. Bandung Barat,Matematika,SMA,SMA,10.0,Partisipan,2024,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Jawa Barat,Kab. Sukabumi,Kebumian,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kota Samarinda,Matematika,SMP,SMP,11.0,Partisipan,2018,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2021,0
L,Jawa Barat,Kota Bogor,Matematika,SMA,SMA,11.0,Partisipan,2021,2
L,Gorontalo,Kab. Bone Bolango,Kimia,SMA,SMA,11.0,Partisipan,2012,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2020,0
L,Jawa Barat,Kota Bogor,Fisika,SMA,SMA,10.0,Partisipan,2020,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
P,Jawa Tengah,Kab. Banjarnegara,Ekonomi,SMA,SMA,11.0,Partisipan,2021,1
P,Jawa Tengah,Kab. Cilacap,Kebumian,SMA,SMA,11.0,Partisipan,2022,1
L,Jawa Tengah,Kab. Kebumen,Biologi,SMA,SMA,11.0,Partisipan,2020,1
P,Jawa Tengah,Kab. Kebumen,Kebumian,SMA,SMA,11.0,Partisipan,2023,1
P,Jawa Tengah,Kab. Kebumen,Ekonomi,SMA,SMA,11.0,Partisipan,2024,1
L,Jawa Tengah,Kab. Kudus,Kebumian,SMA,SMA,11.0,Partisipan,2024,1
L,Sumatera Utara,Kab. Mandailing Natal,Matematika,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
P,Jawa Tengah,Kab. Kudus,Ekonomi,SMA,SMA,11.0,Partisipan,2021,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2014,0
L,Jawa Tengah,Kab. Kudus,Fisika,SMA,SMA,10.0,Partisipan,2021,1
L,Jawa Tengah,Kab. Kudus,Kimia,SMA,SMA,11.0,Partisipan,2021,1
P,Jawa Tengah,Kab. Kudus,Ekonomi,SMA,SMA,10.0,Partisipan,2020,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Jawa Tengah,Kab. Kudus,Kimia,SMA,SMA,11.0,Partisipan,2019,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
L,Jawa Tengah,Kab. Kudus,Kimia,SMA,SMA,11.0,Partisipan,2016,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2015,0
L,Sumatera Utara,Kota Medan,Geografi,SMA,SMA,11.0,Partisipan,2020,2
L,Jawa Tengah,Kab. Kudus,Fisika,SMA,SMP,9.0,Partisipan,2020,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Jawa Tengah,Kab. Kudus,Fisika,SMA,SMA,10.0,Partisipan,2022,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2022,0
P,Jawa Tengah,Kab. Kudus,Kimia,SMA,SMA,11.0,Partisipan,2022,1
L,Lampung,Kota Bandar Lampung,Biologi,SMA,SMA,11.0,Partisipan,2012,2
L,Jawa Tengah,Kab. Kudus,Fisika,SMA,SMA,11.0,Partisipan,2023,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Jawa Tengah,Kab. Kudus,Fisika,SMA,SMA,11.0,Partisipan,2024,1
L,Jawa Tengah,Kab. Kudus,Kimia,SMA,SMA,11.0,Partisipan,2024,1
L,Jawa Tengah,Kab. Kudus,Kebumian,SMA,SMA,11.0,Partisipan,2019,1
L,Jawa Tengah,Kab. Demak,Fisika,SMA,SMA,11.0,Partisipan,2019,1
P,Jawa Tengah,Kab. Demak,Kimia,SMA,SMA,11.0,Partisipan,2019,1
P,Jawa Tengah,Kab. Demak,Fisika,SMA,SMA,11.0,Partisipan,2018,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2021,0
L,Jawa Tengah,Kota Pekalongan,Informatika,SMA,SMA,10.0,Partisipan,2021,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
L,Papua,Kab. Jayapura,Astronomi,SMA,SMA,11.0,Partisipan,2018,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2022,0
P,Jawa Tengah,Kota Pekalongan,Ekonomi,SMA,SMA,11.0,Partisipan,2022,2
P,Jawa Tengah,Kota Pekalongan,Geografi,SMA,SMA,11.0,Partisipan,2022,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Sumatera Selatan,Kota Lubuk Linggau,Ekonomi,SMA,SMA,11.0,Partisipan,2021,2
P,Papua,Kota Jayapura,Geografi,SMA,SMA,10.0,Partisipan,2020,2
L,Jawa Tengah,Kota Pekalongan,Informatika,SMA,SMA,11.0,Partisipan,2022,2
L,Gorontalo,Kab. Bone Bolango,Matematika,SMA,SMA,10.0,Partisipan,2013,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Jawa Tengah,Kota Pekalongan,Matematika,SMA,SMA,11.0,Partisipan,2022,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Jawa Tengah,Kota Pekalongan,Ekonomi,SMA,SMA,10.0,Partisipan,2024,2
L,Bangka Belitung,Kab. Bangka Barat,Matematika,SMA,SMA,11.0,Partisipan,2012,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Jawa Tengah,Kota Pekalongan,Geografi,SMA,SMA,11.0,Partisipan,2024,2
L,Jawa Tengah,Kota Pekalongan,Kimia,SMA,SMA,11.0,Partisipan,2020,2
L,Jawa Tengah,Kota Pekalongan,Kimia,SMA,SMA,10.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2015,0
P,Jawa Tengah,Kab. Purbalingga,Kebumian,SMA,SMA,11.0,Partisipan,2018,0
L,Jawa Tengah,Kab. Pati,Matematika,SMA,SMP,9.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,7.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2019,0
L,Jawa Tengah,Kab. Pati,Matematika,SMP,SMP,11.0,Partisipan,2017,0
P,Jawa Tengah,Kab. Jepara,IPA,SMP,SMP,11.0,Partisipan,2022,1
L,Jawa Tengah,Kab. Jepara,Matematika,SMP,SMP,11.0,Partisipan,2017,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
P,Jawa Tengah,Kab. Banyumas,IPS,SMP,SMP,11.0,Partisipan,2022,1
L,Gorontalo,Kab. Bone Bolango,Fisika,SMA,SMA,11.0,Partisipan,2009,1
P,Jawa Tengah,Kab. Jepara,Matematika,SMP,SMP,11.0,Partisipan,2022,1
P,Jawa Tengah,Kab. Jepara,IPS,SMP,SMP,11.0,Partisipan,2022,1
P,Jawa Tengah,Kab. Jepara,IPA,SMP,SMP,11.0,Partisipan,2022,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
P,Jawa Tengah,Kab. Purworejo,IPA,SMP,SMP,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2024,0
L,Jawa Tengah,Kota Surakarta,Informatika,SMA,SMA,11.0,Partisipan,2018,2
L,Jawa Tengah,Kota Surakarta,Fisika,SMA,SMA,10.0,Partisipan,2022,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kepulauan Riau,Kota Batam,Matematika,SMA,SMA,11.0,Partisipan,2019,2
P,Jawa Timur,Kota Kediri,Kimia,SMA,SMA,11.0,Partisipan,2020,2
L,Jawa Timur,Kota Kediri,Geografi,SMA,SMA,11.0,Partisipan,2020,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Jawa Barat,Kota Bogor,Geografi,SMA,SMA,11.0,Partisipan,2020,2
P,Jawa Timur,Kota Malang,Kebumian,SMA,SMA,11.0,Partisipan,2015,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Barat,Kota Pontianak,Informatika,SMA,SMA,11.0,Partisipan,2021,2
P,Jawa Timur,Kota Malang,Kimia,SMA,SMA,11.0,Partisipan,2015,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2014,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2017,0
P,Jawa Timur,Kota Malang,Kebumian,SMA,SMA,10.0,Partisipan,2021,2
L,Jawa Timur,Kota Malang,Kebumian,SMA,SMA,11.0,Partisipan,2021,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Jawa Timur,Kota Malang,Matematika,SMA,SMA,11.0,Partisipan,2021,2
P,Jawa Timur,Kota Malang,Astronomi,SMA,SMA,11.0,Partisipan,2020,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
L,Jawa Timur,Kota Malang,Matematika,SMA,SMA,10.0,Partisipan,2020,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2020,0
L,Jawa Timur,Kota Malang,Ekonomi,SMA,SMA,11.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
P,Jawa Timur,Kota Malang,Geografi,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
P,Bangka Belitung,Kab. Bangka Tengah,Kimia,SMA,SMA,11.0,Partisipan,2023,1
L,Jawa Timur,Kota Malang,Matematika,SMA,SMA,10.0,Partisipan,2018,2
L,Jawa Timur,Kota Malang,Fisika,SMA,SMA,10.0,Partisipan,2018,2
L,Jawa Timur,Kota Malang,Fisika,SMA,SMA,11.0,Partisipan,2018,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
P,Jawa Timur,Kota Malang,Kebumian,SMA,SMA,11.0,Partisipan,2018,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
P,Jawa Timur,Kota Malang,Fisika,SMA,SMA,11.0,Partisipan,2017,2
P,Jawa Timur,Kota Malang,Fisika,SMA,SMA,11.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Jawa Timur,Kota Malang,Biologi,SMA,SMA,10.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Jawa Timur,Kota Malang,Fisika,SMA,SMA,10.0,Partisipan,2020,2
L,Sumatera Utara,Kota Medan,Geografi,SMA,SMA,10.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2017,0
L,Sulawesi Tenggara,Kota Kendari,Ekonomi,SMA,SMA,11.0,Partisipan,2023,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Jawa Timur,Kota Malang,Kimia,SMA,SMA,10.0,Partisipan,2016,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
L,Jawa Timur,Kota Malang,Informatika,SMA,SMA,11.0,Partisipan,2016,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Barat,Kota Pontianak,Biologi,SMA,SMA,11.0,Partisipan,2021,2
P,Kalimantan Barat,Kota Pontianak,Biologi,SMA,SMA,11.0,Partisipan,2021,2
L,Kalimantan Barat,Kota Pontianak,Biologi,SMA,SMA,11.0,Partisipan,2021,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2021,0
L,Kalimantan Barat,Kota Pontianak,Biologi,SMA,SMA,11.0,Partisipan,2021,2
P,Kalimantan Barat,Kab. Kubu Raya,Ekonomi,SMA,SMA,10.0,Partisipan,2021,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Kalimantan Barat,Kota Pontianak,Fisika,SMA,SMA,11.0,Partisipan,2021,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Barat,Kab. Sambas,Geografi,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Barat,Kota Pontianak,Informatika,SMA,SMA,10.0,Partisipan,2020,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,DKI Jakarta,Kota Jakarta Selatan,Kebumian,SMA,SMA,11.0,Partisipan,2012,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Barat,Kab. Ketapang,Kebumian,SMA,SMA,11.0,Partisipan,2021,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
P,Kalimantan Barat,Kab. Kubu Raya,Kimia,SMA,SMA,11.0,Partisipan,2021,1
L,Kalimantan Barat,Kota Pontianak,Matematika,SMA,SMA,11.0,Partisipan,2021,2
L,Kalimantan Barat,Kota Pontianak,Matematika,SMA,SMA,11.0,Partisipan,2021,2
P,Jawa Timur,Kota Malang,Ekonomi,SMA,SMA,11.0,Partisipan,2016,2
P,Kalimantan Selatan,Kab. Hulu Sungai Utara,Geografi,SMA,SMA,10.0,Partisipan,2014,1
L,Kalimantan Selatan,Kab. Hulu Sungai Utara,Kimia,SMA,SMA,11.0,Partisipan,2009,1
L,Kalimantan Selatan,Kota Banjarmasin,Ekonomi,SMA,SMA,11.0,Partisipan,2021,2
L,Kalimantan Selatan,Kota Banjarmasin,Ekonomi,SMA,SMA,11.0,Partisipan,2022,2
P,Kalimantan Selatan,Kab. Tanah Laut,Ekonomi,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Selatan,Kab. Tanah Laut,Astronomi,SMA,SMA,10.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,DI Yogyakarta,Kab. Bantul,Matematika,SMA,SMA,11.0,Partisipan,2021,1
L,Kalimantan Selatan,Kab. Tanah Laut,Fisika,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Selatan,Kab. Tanah Laut,Kimia,SMA,SMA,11.0,Partisipan,2019,0
